Room,Tag Number,Description,Manufacturer,Model,Serial Number,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078287600,V1807C11538,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078297600,V1807C11525,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190782A7600,V1807C11493,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190782B7600,V1807C11510,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190782C7600,V1807C11494,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190782D7600,V1807C12688,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190782E7600,V1807C11491,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190782F7600,V1807C11501,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078307600,V1807C11474,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078317600,V1807C11495,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078327600,V1807C11492,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078337600,V1807C12689,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078347600,V1807C11500,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078387600,V1807C11473,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078397600,V1807C11507,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190783B7600,V1807C11446,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190783C7600,V1807C11447,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078407600,V1807C11434,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078437600,V1807C12685,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078447600,V1807C11497,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078457600,V1807C11498,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078467600,V1807C11502,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078477600,V1807C11479,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078487600,V1807C11504,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078497600,V1807C11472,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190784A7600,V1807C11478,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190784E7600,V1807C12681,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190784F7600,V1807C11444,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078507600,V1807C12680,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078537600,V1807C12684,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078567600,V1807C11470,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078597600,V1807C11431,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190785A7600,V1807C11445,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190785B7600,V1807C11468,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190785F7600,V1807C11453,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078607600,V1807C11469,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078627600,V1807C11425,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078647600,V1807C12726,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078657600,V1807C11452,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078667600,V1807C11428,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078697600,V1807C11430,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190786B7600,V1807C11448,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190786D7600,V1807C11426,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190786E7600,V1807C11451,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078767600,V1807C11443,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078787600,V1807C11467,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078917600,V1807C12701,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078BF7600,V1807C12711,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078C77600,V1807C12699,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078D77600,V1807C12714,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819079057600,V1807C12702,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819079DB7600,V1807C12716,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819079EE7600,V1807C12707,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081907A127600,V1807C12713,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081907A137600,V1807C12715,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081907A2F7600,V1807C12728,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081907AD67600,V1807C12709,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108191D5017600,V1807C12704,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820016937600,V1807C12697,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820016BE7600,V1807C12722,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820016E87600,V1807C12695,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820017107600,V1807C12724,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820017187600,V1807C12696,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820017217600,V1807C12721,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820017367600,V1807C12720,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108200173F7600,V1807C12719,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108200175B7600,V1807C12698,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820017677600,V1807C12718,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010820017827600,V1807C12712,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108241250B7600,V1812C22363,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108241770B7600,V2010C23897,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010825121857600,V1812C22358,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117080C2227600,V1801C57805,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117101085A7600,V1712C48838,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011710108867600,V1712C48855,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117101089C7600,V1712C48818,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117101089D7600,V1712C48752,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011710108A67600,V1712C48828,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011710108A77600,V1712C48865,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011710108AD7600,V1712C48778,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171010A157600,V1712C48751,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171010AC07600,V1712C48845,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171010B5F7600,V1712C48835,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171010B677600,V1712C48825,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171010C4D7600,V1712C48758,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171010C577600,V1712C48753,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171010C587600,V1712C48801,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117101F6E47600,V1801C51594,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117101F99E7600,V1801C56831,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711172027600,V1712C48870,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711172B97600,V1712C48876,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711172EB7600,V1712C48886,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711172FF7600,V1712C48896,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111730A7600,V1712C48767,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111730D7600,V1712C48846,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173117600,V1712C48790,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173187600,V1712C48797,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111731D7600,V1712C48913,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173267600,V1712C48880,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173347600,V1712C48777,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111733B7600,V1712C48787,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111733C7600,V1712C48884,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173497600,V1712C48881,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111734B7600,V1712C48812,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111734F7600,V1712C48911,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173547600,V1712C48891,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111735B7600,V1712C48770,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117111735F7600,V1712C48866,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173617600,V1712C48856,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173627600,V1712C48921,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173637600,V1712C48901,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011711173687600,V1712C48871,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C577600,V1712C48780,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C597600,V1712C48850,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C5A7600,V1712C48757,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C617600,V1712C48794,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C627600,V1712C48755,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C657600,V1712C48920,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C667600,V1712C48837,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C677600,V1712C48782,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C687600,V1712C48860,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C6F7600,V1712C48925,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C707600,V1712C48762,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C717600,V1712C48820,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C747600,V1712C48756,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C7B7600,V1712C48802,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C7C7600,V1712C48760,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C7D7600,V1712C48759,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C847600,V1712C48771,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C877600,V1712C48814,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C897600,V1712C48830,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C8C7600,V1712C48919,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C8D7600,V1712C48800,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129C9D7600,V1712C48761,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CA07600,V1712C48791,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CA17600,V1712C48852,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CA67600,V1712C48764,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CA77600,V1712C48781,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CB27600,V1712C48822,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CB47600,V1712C48810,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CBC7600,V1712C48784,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CBE7600,V1712C48772,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CC57600,V1712C48832,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CC87600,V1712C48900,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CCA7600,V1712C48847,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CD27600,V1712C48857,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CD57600,V1712C48750,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CD67600,V1712C48804,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CD87600,V1712C48862,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CE77600,V1712C48774,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171129CF77600,V1712C48910,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171212A317600,V1801C57674,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714100187600,V1712C48889,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714147887600,V1712C48773,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714147DB7600,V1712C48914,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148087600,V1712C48903,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148187600,V1712C48915,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148277600,V1712C48895,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141482C7600,V1712C48929,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148347600,V1712C48918,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148387600,V1712C48841,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141483B7600,V1712C48887,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141483F7600,V1712C48888,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148437600,V1712C48883,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148447600,V1712C48885,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148587600,V1712C48898,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148597600,V1712C48908,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141485B7600,V1712C48878,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141485C7600,V1712C48922,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148607600,V1712C48875,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148627600,V1712C48924,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148637600,V1712C48912,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148657600,V1712C48905,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148687600,V1712C48849,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141486B7600,V1712C48831,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141486C7600,V1712C48873,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141486D7600,V1712C48776,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141486E7600,V1712C48927,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148707600,V1712C48829,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148717600,V1712C48851,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148727600,V1712C48803,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148747600,V1712C48907,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148757600,V1712C48861,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148787600,V1712C48863,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148797600,V1712C48783,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141487A7600,V1712C48869,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148867600,V1712C48879,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148877600,V1712C48909,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148897600,V1712C48833,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141488B7600,V1712C48839,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148917600,V1712C48779,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148937600,V1712C48893,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148977600,V1712C48859,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141489A7600,V1712C48853,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141489C7600,V1712C48819,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117141489F7600,V1712C48928,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148AA7600,V1712C48843,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011714148AE7600,V1712C48899,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171414C577600,V1712C48877,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171414CB17600,V1712C48916,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171414CB97600,V1712C48892,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171414CBA7600,V1712C48902,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171415AE27600,,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171501EFB7600,V1712C48775,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171519BB77600,V1712C48788,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171519D727600,V1712C48868,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CBB17600,V1712C48789,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CD057600,V1712C48816,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CD067600,V1712C48872,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CD077600,V1712C48806,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CD087600,V1712C48904,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CD0E7600,V1712C48821,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE147600,V1712C48799,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE277600,V1712C48813,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE367600,V1712C48786,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE387600,V1712C48763,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE3B7600,V1712C48792,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE437600,V1712C48897,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE447600,V1712C48765,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE467600,V1712C48809,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE477600,V1712C48923,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE4F7600,V1712C48926,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE557600,V1712C48874,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE5C7600,V1712C48769,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE5E7600,V1712C48823,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE637600,V1712C48906,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE647600,V1712C48836,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE697600,V1712C48811,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE6B7600,V1712C48826,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE6D7600,V1712C48894,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE707600,V1712C48890,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE757600,V1712C48882,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE767600,V1712C48917,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE7A7600,V1712C48768,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151CE7C7600,V1712C48796,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F57A7600,V1712C48848,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F5BB7600,V1712C48858,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F5EC7600,V1712C48827,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F6407600,V1712C48844,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F6417600,V1712C48807,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F6477600,V1712C48817,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F6527600,V1712C48824,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F6667600,V1712C48834,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F66A7600,V1712C48864,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117151F6997600,V1712C48854,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171520E307600,V1711C43753,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117161830B7600,V1712C48815,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA011716184357600,V1712C48754,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117161843C7600,V1712C48795,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01171619E807600,V1712C48808,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117161BA197600,V1712C48798,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117161EC877600,V1712C48785,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117170504A7600,V1712C48000,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0117170E1E07600,V1712C48805,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901DC17611,V2009C23941,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901DEE7611,V2009C23921,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901E137611,V2009C23939,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901E387611,V2009C23924,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901E3A7611,V2009C23932,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901E617611,V2009C23933,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901E9C7611,V2009C23942,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901E9E7611,V2009C23931,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901E9F7611,V2009C23923,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901EA37611,V2009C23929,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901EA77611,V2009C23934,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901EA87611,V2009C23943,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901ECE7611,V2009C23927,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F017611,V2009C23937,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F0E7611,V2009C23928,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F4A7611,V2011C23946,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F4B7611,V2009C23926,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F547611,V2009C23922,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F5C7611,V2009C23935,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F6F7611,V2011C23947,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F757611,V2009C23930,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F7D7611,V2009C23936,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F917611,V2009C23938,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901F957611,V2009C23940,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA00203901FAB7611,V2009C23925,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0108160C57E7600,V1904C1738,Asset N/A
Offsite,,Chromebook,Acer,712,NXHQEAA00103325E6D7600,V2008CA22881,Asset N/A
Offsite,,Chromebook,Acer,712,NXHQEAA00103325EC37600,V2008CA22887,Asset N/A
Offsite,,Chromebook,Acer,712,NXHQEAA00103325EC67600,V2008CA22870,Asset N/A
Offsite,,Chromebook,Acer,712,NXHQEAA00103325ECD7600,V2008CA22883,Asset N/A
Offsite,,Chromebook,Acer,712,NXHQEAA00103325ED77600,V2008CA22886,Asset N/A
Offsite,,Chromebook,Acer,712,NXHQEAA00103325EF47600,V2008CA22815,Asset N/A
Offsite,,Chromebook,Acer,712,NXHQEAA00103511D947600,V2008CA22876,Asset N/A
Offsite,,Chromebook,Acer,712,NXHQEAA00103511DA37600,V2008CA22884,Asset N/A
,,,,,,VCI N/A,Asset N/A
,,,,,DCSS - Teachers - MS,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7B17600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA01071307EED7600,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA010713000317600,V1712C48326,Asset N/A
Offsite,,Chromebook,Acer,312T,NXGL4AA0107280C7317600,VCI N/A,Asset N/A
